asset_id,asof,tenor,moneyness,iv,contract_symbol,ask,bid,expiry,delta,strike,log_moneyness,H_kappa,H_theta,H_volvol,H_rho,H_diff_term,S_alpha,S_rho,S_nu,S_theoretical_iv,SABR_Edge
10101,2025-12-16,0.01062,0.942498475467539,0.326178613,AAPL251219C00257500,16,14,2025-12-19,0.963396670874687,257.50000042891037,-0.05922097720235217,1.9927359383251306,0.06412657797944563,0.5050341570301845,-0.1,0.0729463520626431,4.899495631350761,0.9028050796259172,1.6373026564174944,0.25604420932939925,0.07013440367060075
10101,2025-12-16,0.01062,1.0157022405524,0.177254321,AAPL251219C00277500,1,1,2025-12-19,0.205910685709188,277.5000004622248,0.01558023588034989,1.9927359383251306,0.06412657797944563,0.5050341570301845,-0.1,-0.07597793993735691,4.899495631350761,0.9028050796259172,1.6373026564174944,0.306715374743855,-0.12946105374385503
10101,2025-12-16,0.01062,1.06145459373043,0.2500075,AAPL251219C00290000,0,0,2025-12-19,0.0111306681978144,290.0000004830441,0.05964022567437466,1.9927359383251306,0.06412657797944563,0.5050341570301845,-0.1,-0.0032247609373569075,4.899495631350761,0.9028050796259172,1.6373026564174944,0.3349017824750415,-0.0848942824750415
10101,2025-12-16,0.01062,1.10720694690847,0.351568984,AAPL251219C00302500,0,0,2025-12-19,0.00270497094016792,302.5000005038661,0.10184058016475486,1.9927359383251306,0.06412657797944563,0.5050341570301845,-0.1,0.09833672306264307,4.899495631350761,0.9028050796259172,1.6373026564174944,0.36071811351662963,-0.009149129516629662
10101,2025-12-16,0.01062,1.18956118262893,0.531254688,AAPL251219C00325000,0,0,2025-12-19,0.000856238374535301,325.0000005413425,0.1735844850235923,1.9927359383251306,0.06412657797944563,0.5050341570301845,-0.1,0.2780224270626431,4.899495631350761,0.9028050796259172,1.6373026564174944,0.4019854258742672,0.12926926212573275
10101,2025-12-16,0.02979,0.9516489461031459,0.180183979,AAPL251226C00260000,13,13,2025-12-26,0.950253940026066,260.0000004330745,-0.049559066290615544,1.9927359383251306,0.06412657797944563,0.5050341570301845,-0.1,-0.07304828193735691,3.643304846305486,0.999,1.0320394748332085,0.19642578117045492,-0.016241802170454928
10101,2025-12-16,0.02979,1.00655176991679,0.16260603,AAPL251226C00275000,2,2,2025-12-26,0.43007936333572,275.00000045805984,0.006530400360429178,1.9927359383251306,0.06412657797944563,0.5050341570301845,-0.1,-0.09062623093735689,3.643304846305486,0.999,1.0320394748332085,0.2233065423631154,-0.06070051236311538
10101,2025-12-16,0.02979,1.06145459373043,0.18409019,AAPL251226C00290000,0,0,2025-12-26,0.0341136066713996,290.0000004830441,0.05964022567437466,1.9927359383251306,0.06412657797944563,0.5050341570301845,-0.1,-0.06914207093735691,3.643304846305486,0.999,1.0320394748332085,0.2465047786331341,-0.06241458863313412
10101,2025-12-16,0.02979,1.11635741754408,0.246101289,AAPL251226C00305000,0,0,2025-12-26,0.00551343173457636,305.00000050803106,0.11007107930127287,1.9927359383251306,0.06412657797944563,0.5050341570301845,-0.1,-0.0071309719373569,3.643304846305486,0.999,1.0320394748332085,0.26702328773286976,-0.020921998732869762
10101,2025-12-16,0.02979,1.22616306517136,0.425786992,AAPL251226C00335000,0,0,2025-12-26,0.00325208524743825,335.0000005579995,0.2038898345189223,1.9927359383251306,0.06412657797944563,0.5050341570301845,-0.1,0.17255473106264307,3.643304846305486,0.999,1.0320394748332085,0.3017739084630029,0.12401308353699708
