Actual_RV,Predicted_RV,Market_IV,contract_symbol,Signal_Achat
0.1976014902456544,0.19713868,0.352301399,AAPL251212C00250000,False
0.1976014902456544,0.19713868,0.242805424,AAPL251212C00275000,False
0.1976014902456544,0.19724143,0.208015732,AAPL251212C00300000,False
0.1976014902456544,0.19713868,0.263679238,AAPL251212C00325000,False
0.1976014902456544,0.19725966,0.548100222,AAPL251219C00225000,False
0.1976014902456544,0.19712204,0.339240006,AAPL251219C00250000,False
0.1976014902456544,0.19712204,0.249091982,AAPL251219C00275000,False
0.1976014902456544,0.19700918,0.215339878,AAPL251219C00300000,False
0.1976014902456544,0.19712204,0.247077842,AAPL251219C00325000,False
0.1976014902456544,0.19726454,0.531742964,AAPL251226C00225000,False
0.1976014902456544,0.19712691,0.34009449,AAPL251226C00250000,False
0.1976014902456544,0.19712691,0.247016807,AAPL251226C00275000,False
0.1976014902456544,0.19701405,0.212654358,AAPL251226C00300000,False
0.1976014902456544,0.19712691,0.24463646,AAPL251226C00325000,False
0.1873972130259543,0.18507878,0.878907461,AAPL251128C00235000,False
0.1873972130259543,0.18507878,0.609867183,AAPL251128C00257500,False
0.1873972130259543,0.1849184,0.194832271,AAPL251128C00280000,False
0.1873972130259543,0.18516485,0.296882031,AAPL251128C00302500,False
0.1873972130259543,0.18507878,0.515629844,AAPL251128C00325000,False
0.1873972130259543,0.18588467,0.613040979,AAPL251205C00240000,False
0.1873972130259543,0.18602134,0.350348293,AAPL251205C00262500,False
0.1873972130259543,0.18605445,0.215217809,AAPL251205C00282500,False
0.1873972130259543,0.18609151,0.240241973,AAPL251205C00305000,False
0.1873972130259543,0.18594669,0.445318047,AAPL251205C00345000,False
0.1873972130259543,0.18581851,0.576908528,AAPL251212C00235000,False
0.1873972130259543,0.18604575,0.351691053,AAPL251212C00260000,False
0.1873972130259543,0.18625462,0.242805424,AAPL251212C00282500,False
0.1873972130259543,0.18624166,0.220710918,AAPL251212C00305000,False
0.1873972130259543,0.18593809,0.320319297,AAPL251212C00335000,False
0.1873972130259543,0.18492335,0.498296033,AAPL251219C00235000,False
0.1873972130259543,0.18500942,0.323615162,AAPL251219C00260000,False
0.1873972130259543,0.18500942,0.257087507,AAPL251219C00277500,False
0.1873972130259543,0.18489131,0.217292983,AAPL251219C00295000,False
0.1873972130259543,0.18499866,0.255866816,AAPL251219C00325000,False
0.1873972130259543,0.18528685,0.54163056,AAPL251226C00230000,False
0.1873972130259543,0.18536603,0.341071042,AAPL251226C00255000,False
0.1873972130259543,0.18535528,0.240669214,AAPL251226C00280000,False
0.1873972130259543,0.1851855,0.21241022,AAPL251226C00305000,False
0.1873972130259543,0.18535528,0.249519224,AAPL251226C00330000,False
0.1873972130259543,0.18529172,0.568790933,AAPL260102C00230000,False
0.1873972130259543,0.18535462,0.339301041,AAPL260102C00255000,False
0.1873972130259543,0.18534386,0.242805424,AAPL260102C00280000,False
0.1873972130259543,0.1851741,0.214851602,AAPL260102C00305000,False
0.1873972130259543,0.18530732,0.27149166,AAPL260102C00345000,False
0.1134214969871358,0.20949809,0.89648541,AAPL251212C00235000,False
0.1134214969871358,0.20958416,0.358404854,AAPL251212C00260000,False
0.1134214969871358,0.2092011,0.179695703,AAPL251212C00282500,True
0.1134214969871358,0.20958416,0.29297582,AAPL251212C00302500,False
0.1134214969871358,0.20949809,0.562504375,AAPL251212C00335000,False
0.1134214969871358,0.209502,0.748293533,AAPL251219C00232500,False
0.1134214969871358,0.20945162,0.246101289,AAPL251219C00255000,False
0.1134214969871358,0.20918864,0.199226758,AAPL251219C00275000,False
0.1134214969871358,0.20919812,0.202400554,AAPL251219C00295000,False
0.1134214969871358,0.209502,0.429693203,AAPL251219C00335000,False
0.1134214969871358,0.20936452,0.499516724,AAPL251226C00230000,False
0.1134214969871358,0.2094437,0.334601381,AAPL251226C00255000,False
0.1134214969871358,0.20905375,0.186165365,AAPL251226C00280000,True
0.1134214969871358,0.20905375,0.203132969,AAPL251226C00305000,False
0.1134214969871358,0.2094437,0.281257187,AAPL251226C00330000,False
0.1134214969871358,0.2093594,0.529301582,AAPL260102C00230000,False
0.1134214969871358,0.20943859,0.28760478,AAPL260102C00255000,False
0.1134214969871358,0.2090429,0.192451923,AAPL260102C00280000,False
0.1134214969871358,0.2090429,0.195320547,AAPL260102C00305000,False
0.1134214969871358,0.20943859,0.2500075,AAPL260102C00330000,False
0.1134214969871358,0.2092618,0.442632527,AAPL260109C00235000,False
0.1134214969871358,0.20963049,0.266608896,AAPL260109C00260000,False
0.1134214969871358,0.20972045,0.198433309,AAPL260109C00285000,False
0.1134214969871358,0.20972045,0.201912278,AAPL260109C00310000,False
0.1134214969871358,0.20979525,0.246101289,AAPL260109C00335000,False
0.1134214969871358,0.20940629,0.419683538,AAPL260116C00230000,False
0.1134214969871358,0.20946918,0.273933042,AAPL260116C00255000,False
0.1134214969871358,0.20928866,0.210579183,AAPL260116C00280000,False
0.1134214969871358,0.2090735,0.19898262,AAPL260116C00305000,False
0.1134214969871358,0.20939839,0.228035063,AAPL260116C00330000,False
0.1773720899605822,0.19217235,0.12500875,AAPL251128C00287500,True
0.1773720899605822,0.19259226,0.2500075,AAPL251128C00297500,False
0.1773720899605822,0.1928899,0.500005,AAPL251128C00307500,False
0.1773720899605822,0.1928899,0.500005,AAPL251128C00317500,False
0.1773720899605822,0.1928818,0.500005,AAPL251128C00330000,False
0.1773720899605822,0.19218114,0.062509375,AAPL251205C00290000,True
0.1773720899605822,0.1919046,0.12500875,AAPL251205C00297500,True
0.1773720899605822,0.1919046,0.12500875,AAPL251205C00305000,True
0.1773720899605822,0.19233093,0.2500075,AAPL251205C00320000,False
0.1773720899605822,0.19232282,0.2500075,AAPL251205C00335000,False
0.1773720899605822,0.19210002,0.062509375,AAPL251212C00290000,True
0.1773720899605822,0.19210002,0.062509375,AAPL251212C00295000,True
0.1773720899605822,0.19182348,0.12500875,AAPL251212C00305000,True
0.1773720899605822,0.19182348,0.12500875,AAPL251212C00315000,True
0.1773720899605822,0.19181538,0.12500875,AAPL251212C00325000,True
0.1773720899605822,0.19209908,0.2500075,AAPL251212C00335000,False
0.1773720899605822,0.1921105,0.2500075,AAPL251212C00345000,False
0.1773720899605822,0.1919895,0.062509375,AAPL251219C00292500,True
0.1773720899605822,0.1919895,0.062509375,AAPL251219C00300000,True
0.1773720899605822,0.19157983,0.12500875,AAPL251219C00310000,True
0.1773720899605822,0.19157983,0.12500875,AAPL251219C00320000,True
0.1773720899605822,0.19157173,0.12500875,AAPL251219C00330000,True
0.1773720899605822,0.19157173,0.12500875,AAPL251219C00340000,True
0.1773720899605822,0.1919075,0.062509375,AAPL251226C00300000,True
0.1773720899605822,0.1919075,0.062509375,AAPL251226C00310000,True
0.1773720899605822,0.19143434,0.12500875,AAPL251226C00320000,True
0.1773720899605822,0.19142623,0.12500875,AAPL251226C00330000,True
0.1773720899605822,0.19142623,0.12500875,AAPL251226C00340000,True
0.1866721899707423,0.17518197,1.007817461,AAPL251128C00235000,False
0.1866721899707423,0.17518197,0.764162515,AAPL251128C00257500,False
0.1866721899707423,0.17393988,0.128426685,AAPL251128C00280000,True
0.1866721899707423,0.17525506,0.328131719,AAPL251128C00302500,False
0.1866721899707423,0.17518674,0.546879531,AAPL251128C00325000,False
0.1866721899707423,0.17512856,0.531254688,AAPL251205C00237500,False
0.1866721899707423,0.17520165,0.376471079,AAPL251205C00257500,False
0.1866721899707423,0.17388695,0.194588132,AAPL251205C00277500,False
0.1866721899707423,0.17386828,0.197273652,AAPL251205C00297500,False
0.1866721899707423,0.1752105,0.351568984,AAPL251205C00330000,False
0.1866721899707423,0.17514245,0.493413269,AAPL251212C00240000,False
0.1866721899707423,0.17521554,0.312628944,AAPL251212C00260000,False
0.1866721899707423,0.1749545,0.212532289,AAPL251212C00277500,False
0.1866721899707423,0.17389348,0.188728816,AAPL251212C00295000,False
0.1866721899707423,0.17522031,0.300788242,AAPL251212C00330000,False
